AIRLINE,ORIGIN,ORIGIN_CITY,DEST,DEST_CITY,DISTANCE
American Airlines Inc.,LGA,"New York, NY",JAC,"Jackson, WY",1887.0
SkyWest Airlines Inc.,PIR,"Pierre, SD",ATY,"Watertown, SD",159.0
Frontier Airlines Inc.,SAN,"San Diego, CA",MKE,"Milwaukee, WI",1739.0
Southwest Airlines Co.,MDW,"Chicago, IL",BOI,"Boise, ID",1448.0
Allegiant Air,IDA,"Idaho Falls, ID",OAK,"Oakland, CA",666.0
Southwest Airlines Co.,SRQ,"Sarasota/Bradenton, FL",MKE,"Milwaukee, WI",1113.0
Republic Airline,PNS,"Pensacola, FL",EWR,"Newark, NJ",1015.0
Horizon Air,ANC,"Anchorage, AK",PAE,"Everett, WA",1425.0
Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL",TYS,"Knoxville, TN",670.0
American Airlines Inc.,MTJ,"Montrose/Delta, CO",CLT,"Charlotte, NC",1505.0
Spirit Air Lines,CAK,"Akron, OH",MYR,"Myrtle Beach, SC",518.0
Allegiant Air,SFB,"Sanford, FL",GFK,"Grand Forks, ND",1573.0
Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC",PWM,"Portland, ME",700.0
Envoy Air,CHO,"Charlottesville, VA",PHL,"Philadelphia, PA",210.0
Delta Air Lines Inc.,MSP,"Minneapolis, MN",BTV,"Burlington, VT",987.0
Delta Air Lines Inc.,ATL,"Atlanta, GA",MTJ,"Montrose/Delta, CO",1352.0
SkyWest Airlines Inc.,EAR,"Kearney, NE",LBF,"North Platte, NE",92.0
Allegiant Air,FLL,"Fort Lauderdale, FL",BGR,"Bangor, ME",1438.0
Allegiant Air,ELM,"Elmira/Corning, NY",PGD,"Punta Gorda, FL",1090.0
Southwest Airlines Co.,BOI,"Boise, ID",DAL,"Dallas, TX",1282.0
Republic Airline,MVY,"Martha's Vineyard, MA",CLT,"Charlotte, NC",704.0
SkyWest Airlines Inc.,TWF,"Twin Falls, ID",SUN,"Sun Valley/Hailey/Ketchum, ID",71.0
Allegiant Air,SPI,"Springfield, IL",AZA,"Phoenix, AZ",1299.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",SUN,"Sun Valley/Hailey/Ketchum, ID",1341.0
Allegiant Air,AMA,"Amarillo, TX",AZA,"Phoenix, AZ",584.0
Frontier Airlines Inc.,LIT,"Little Rock, AR",MCO,"Orlando, FL",776.0
Frontier Airlines Inc.,OKC,"Oklahoma City, OK",LIT,"Little Rock, AR",308.0
Allegiant Air,PGD,"Punta Gorda, FL",XNA,"Fayetteville, AR",970.0
Southwest Airlines Co.,STL,"St. Louis, MO",SJU,"San Juan, PR",2024.0
Allegiant Air,PSM,"Portsmouth, NH",MYR,"Myrtle Beach, SC",783.0
Southwest Airlines Co.,SAT,"San Antonio, TX",COS,"Colorado Springs, CO",732.0
SkyWest Airlines Inc.,SBP,"San Luis Obispo, CA",SBA,"Santa Barbara, CA",72.0
American Airlines Inc.,FCA,"Kalispell, MT",LGA,"New York, NY",2035.0
United Air Lines Inc.,RDU,"Raleigh/Durham, NC",SBN,"South Bend, IN",571.0
Allegiant Air,BOS,"Boston, MA",VPS,"Valparaiso, FL",1187.0
Allegiant Air,PIT,"Pittsburgh, PA",ORF,"Norfolk, VA",330.0
United Air Lines Inc.,IAD,"Washington, DC",HDN,"Hayden, CO",1582.0
Allegiant Air,SRQ,"Sarasota/Bradenton, FL",CID,"Cedar Rapids/Iowa City, IA",1125.0
Allegiant Air,SAN,"San Diego, CA",DSM,"Des Moines, IA",1428.0
Republic Airline,ACK,"Nantucket, MA",ORD,"Chicago, IL",924.0
SkyWest Airlines Inc.,PBG,"Plattsburgh, NY",OGS,"Ogdensburg, NY",98.0
Frontier Airlines Inc.,MCO,"Orlando, FL",ABQ,"Albuquerque, NM",1553.0
Republic Airline,HHH,"Hilton Head, SC",PHL,"Philadelphia, PA",609.0
Southwest Airlines Co.,STL,"St. Louis, MO",PVD,"Providence, RI",1020.0
Mesa Airlines Inc.,IAD,"Washington, DC",ROA,"Roanoke, VA",177.0
Frontier Airlines Inc.,ROC,"Rochester, NY",FLL,"Fort Lauderdale, FL",1183.0
Southwest Airlines Co.,COS,"Colorado Springs, CO",LGB,"Long Beach, CA",825.0
Southwest Airlines Co.,OMA,"Omaha, NE",BNA,"Nashville, TN",612.0
Allegiant Air,SFB,"Sanford, FL",ICT,"Wichita, KS",1117.0
Allegiant Air,SHV,"Shreveport, LA",SFB,"Sanford, FL",791.0
Southwest Airlines Co.,OKC,"Oklahoma City, OK",TPA,"Tampa, FL",1023.0
Allegiant Air,VPS,"Valparaiso, FL",BMI,"Bloomington/Normal, IL",702.0
Frontier Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL",CMH,"Columbus, OH",932.0
Allegiant Air,LEX,"Lexington, KY",VPS,"Valparaiso, FL",532.0
Allegiant Air,LAX,"Los Angeles, CA",BIL,"Billings, MT",970.0
Allegiant Air,AZA,"Phoenix, AZ",JAC,"Jackson, WY",712.0
Allegiant Air,SFB,"Sanford, FL",ABQ,"Albuquerque, NM",1548.0
SkyWest Airlines Inc.,LBF,"North Platte, NE",BFF,"Scottsbluff, NE",160.0
Frontier Airlines Inc.,MKE,"Milwaukee, WI",SAN,"San Diego, CA",1739.0
Frontier Airlines Inc.,LAS,"Las Vegas, NV",DRO,"Durango, CO",418.0
Allegiant Air,MYR,"Myrtle Beach, SC",PSM,"Portsmouth, NH",783.0
Spirit Air Lines,MYR,"Myrtle Beach, SC",PBG,"Plattsburgh, NY",811.0
SkyWest Airlines Inc.,IAD,"Washington, DC",LEX,"Lexington, KY",392.0
Allegiant Air,CHS,"Charleston, SC",IND,"Indianapolis, IN",585.0
Southwest Airlines Co.,SJC,"San Jose, CA",FLL,"Fort Lauderdale, FL",2557.0
SkyWest Airlines Inc.,SAF,"Santa Fe, NM",LAX,"Los Angeles, CA",710.0
Southwest Airlines Co.,BZN,"Bozeman, MT",DAL,"Dallas, TX",1172.0
Allegiant Air,SNA,"Santa Ana, CA",IDA,"Idaho Falls, ID",747.0
Allegiant Air,PVU,"Provo, UT",PSP,"Palm Springs, CA",514.0
Endeavor Air Inc.,AVL,"Asheville, NC",DTW,"Detroit, MI",470.0
Spirit Air Lines,LGA,"New York, NY",SJU,"San Juan, PR",1608.0
Spirit Air Lines,TPA,"Tampa, FL",GSO,"Greensboro/High Point, NC",580.0
Spirit Air Lines,FLL,"Fort Lauderdale, FL",GSO,"Greensboro/High Point, NC",691.0
Allegiant Air,ABE,"Allentown/Bethlehem/Easton, PA",MDW,"Chicago, IL",646.0
Allegiant Air,CAK,"Akron, OH",FLL,"Fort Lauderdale, FL",1026.0
Allegiant Air,BLV,"Belleville, IL",SAV,"Savannah, GA",658.0
PSA Airlines Inc.,PHL,"Philadelphia, PA",AGS,"Augusta, GA",583.0
Spirit Air Lines,PNS,"Pensacola, FL",SDF,"Louisville, KY",537.0
Southwest Airlines Co.,DAL,"Dallas, TX",MTJ,"Montrose/Delta, CO",733.0
Allegiant Air,STC,"St. Cloud, MN",PGD,"Punta Gorda, FL",1447.0
Allegiant Air,USA,"Concord, NC",SRQ,"Sarasota/Bradenton, FL",561.0
Southwest Airlines Co.,MTJ,"Montrose/Delta, CO",AUS,"Austin, TX",818.0
SkyWest Airlines Inc.,LAR,"Laramie, WY",BFF,"Scottsbluff, NE",115.0
Allegiant Air,TUS,"Tucson, AZ",IND,"Indianapolis, IN",1472.0
Frontier Airlines Inc.,ALB,"Albany, NY",RDU,"Raleigh/Durham, NC",544.0
Allegiant Air,MFR,"Medford, OR",SAN,"San Diego, CA",734.0
Allegiant Air,BNA,"Nashville, TN",SCE,"State College, PA",579.0
Allegiant Air,IND,"Indianapolis, IN",JAX,"Jacksonville, FL",687.0
Frontier Airlines Inc.,MYR,"Myrtle Beach, SC",PWM,"Portland, ME",830.0
Frontier Airlines Inc.,BFM,"Mobile, AL",ORD,"Chicago, IL",782.0
Allegiant Air,MYR,"Myrtle Beach, SC",BLV,"Belleville, IL",696.0
PSA Airlines Inc.,EWN,"New Bern/Morehead/Beaufort, NC",DCA,"Washington, DC",261.0
PSA Airlines Inc.,PHL,"Philadelphia, PA",FWA,"Fort Wayne, IN",530.0
Delta Air Lines Inc.,VPS,"Valparaiso, FL",DTW,"Detroit, MI",828.0
Frontier Airlines Inc.,LAS,"Las Vegas, NV",RSW,"Fort Myers, FL",2070.0
Delta Air Lines Inc.,FAI,"Fairbanks, AK",SLC,"Salt Lake City, UT",2183.0
American Airlines Inc.,CLT,"Charlotte, NC",TUS,"Tucson, AZ",1735.0
Frontier Airlines Inc.,FAR,"Fargo, ND",MCO,"Orlando, FL",1526.0
Frontier Airlines Inc.,TPA,"Tampa, FL",ORF,"Norfolk, VA",717.0
Frontier Airlines Inc.,FSD,"Sioux Falls, SD",MCO,"Orlando, FL",1351.0
SkyWest Airlines Inc.,ICT,"Wichita, KS",ATW,"Appleton, WI",651.0
Allegiant Air,HOU,"Houston, TX",SGF,"Springfield, MO",535.0
Allegiant Air,BNA,"Nashville, TN",GSO,"Greensboro/High Point, NC",377.0
JetBlue Airways,BOS,"Boston, MA",PSP,"Palm Springs, CA",2517.0
Southwest Airlines Co.,MYR,"Myrtle Beach, SC",MCI,"Kansas City, MO",959.0
American Airlines Inc.,EGE,"Eagle, CO",PHL,"Philadelphia, PA",1678.0
Allegiant Air,DSM,"Des Moines, IA",PDX,"Portland, OR",1471.0
SkyWest Airlines Inc.,EGE,"Eagle, CO",AUS,"Austin, TX",836.0
JetBlue Airways,RIC,"Richmond, VA",LAX,"Los Angeles, CA",2305.0
Alaska Airlines Inc.,PDX,"Portland, OR",TPA,"Tampa, FL",2497.0
Frontier Airlines Inc.,GSP,"Greer, SC",TPA,"Tampa, FL",477.0
Republic Airline,ECP,"Panama City, FL",PHL,"Philadelphia, PA",886.0
Allegiant Air,LAS,"Las Vegas, NV",JAC,"Jackson, WY",570.0
Spirit Air Lines,RSW,"Fort Myers, FL",MHT,"Manchester, NH",1271.0
Southwest Airlines Co.,ORF,"Norfolk, VA",SAN,"San Diego, CA",2330.0
American Airlines Inc.,ONT,"Ontario, CA",ORD,"Chicago, IL",1700.0
Republic Airline,IAH,"Houston, TX",DRO,"Durango, CO",869.0
Allegiant Air,AUS,"Austin, TX",XNA,"Fayetteville, AR",462.0
Southwest Airlines Co.,MSY,"New Orleans, LA",OKC,"Oklahoma City, OK",567.0
Frontier Airlines Inc.,DEN,"Denver, CO",LFT,"Lafayette, LA",978.0
Allegiant Air,PSM,"Portsmouth, NH",PIE,"St. Petersburg, FL",1239.0
SkyWest Airlines Inc.,SFO,"San Francisco, CA",BIH,"Bishop, CA",221.0
American Airlines Inc.,DFW,"Dallas/Fort Worth, TX",FAI,"Fairbanks, AK",3056.0
Frontier Airlines Inc.,COS,"Colorado Springs, CO",IAD,"Washington, DC",1463.0
Allegiant Air,FSD,"Sioux Falls, SD",LAX,"Los Angeles, CA",1340.0
Allegiant Air,FSD,"Sioux Falls, SD",FLL,"Fort Lauderdale, FL",1526.0
JetBlue Airways,BOS,"Boston, MA",MTJ,"Montrose/Delta, CO",1947.0
SkyWest Airlines Inc.,HYS,"Hays, KS",DDC,"Dodge City, KS",83.0
Frontier Airlines Inc.,TPA,"Tampa, FL",GSP,"Greer, SC",477.0
Southwest Airlines Co.,ECP,"Panama City, FL",IND,"Indianapolis, IN",646.0
Allegiant Air,VPS,"Valparaiso, FL",DSM,"Des Moines, IA",860.0
American Airlines Inc.,PHL,"Philadelphia, PA",EGE,"Eagle, CO",1678.0
Frontier Airlines Inc.,DEN,"Denver, CO",JAN,"Jackson/Vicksburg, MS",967.0
JetBlue Airways,JFK,"New York, NY",HDN,"Hayden, CO",1749.0
Frontier Airlines Inc.,TTN,"Trenton, NJ",DTW,"Detroit, MI",464.0
Envoy Air,AGS,"Augusta, GA",ORD,"Chicago, IL",677.0
Spirit Air Lines,RSW,"Fort Myers, FL",LBE,"Latrobe, PA",956.0
ExpressJet Airlines LLC d/b/a aha!,CRW,"Charleston/Dunbar, WV",IAH,"Houston, TX",975.0
Allegiant Air,CID,"Cedar Rapids/Iowa City, IA",LAX,"Los Angeles, CA",1550.0
Spirit Air Lines,MYR,"Myrtle Beach, SC",ROC,"Rochester, NY",655.0
Allegiant Air,VPS,"Valparaiso, FL",DAY,"Dayton, OH",662.0
JetBlue Airways,LGA,"New York, NY",HYA,"Hyannis, MA",197.0
Mesa Airlines Inc.,MDT,"Harrisburg, PA",IAD,"Washington, DC",94.0
Allegiant Air,SNA,"Santa Ana, CA",EUG,"Eugene, OR",776.0
Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL",MDW,"Chicago, IL",1128.0
Southwest Airlines Co.,MDW,"Chicago, IL",PBI,"West Palm Beach/Palm Beach, FL",1128.0
Alaska Airlines Inc.,RDU,"Raleigh/Durham, NC",CHS,"Charleston, SC",217.0
Allegiant Air,SNA,"Santa Ana, CA",AZA,"Phoenix, AZ",360.0
Republic Airline,EWR,"Newark, NJ",RAP,"Rapid City, SD",1489.0
Frontier Airlines Inc.,MCO,"Orlando, FL",LFT,"Lafayette, LA",656.0
Spirit Air Lines,SJU,"San Juan, PR",ACY,"Atlantic City, NJ",1536.0
SkyWest Airlines Inc.,RIW,"Riverton/Lander, WY",SHR,"Sheridan, WY",139.0
Allegiant Air,IDA,"Idaho Falls, ID",LAX,"Los Angeles, CA",743.0
Frontier Airlines Inc.,ALB,"Albany, NY",RSW,"Fort Myers, FL",1205.0
SkyWest Airlines Inc.,CNY,"Moab, UT",VEL,"Vernal, UT",117.0
Allegiant Air,FCA,"Kalispell, MT",OAK,"Oakland, CA",834.0
PSA Airlines Inc.,DCA,"Washington, DC",MLB,"Melbourne, FL",769.0
Southwest Airlines Co.,HOU,"Houston, TX",LBB,"Lubbock, TX",474.0
SkyWest Airlines Inc.,AGS,"Augusta, GA",DTW,"Detroit, MI",615.0
SkyWest Airlines Inc.,RAP,"Rapid City, SD",LAX,"Los Angeles, CA",1078.0
SkyWest Airlines Inc.,ASE,"Aspen, CO",MTJ,"Montrose/Delta, CO",74.0
Southwest Airlines Co.,VPS,"Valparaiso, FL",MKE,"Milwaukee, WI",863.0
Allegiant Air,BLV,"Belleville, IL",MYR,"Myrtle Beach, SC",696.0
Republic Airline,GRB,"Green Bay, WI",IAD,"Washington, DC",670.0
Spirit Air Lines,PBG,"Plattsburgh, NY",MYR,"Myrtle Beach, SC",811.0
Frontier Airlines Inc.,MYR,"Myrtle Beach, SC",PVD,"Providence, RI",690.0
Southwest Airlines Co.,MKE,"Milwaukee, WI",VPS,"Valparaiso, FL",863.0
SkyWest Airlines Inc.,RIW,"Riverton/Lander, WY",RKS,"Rock Springs, WY",106.0
Frontier Airlines Inc.,MCO,"Orlando, FL",HRL,"Harlingen/San Benito, TX",1016.0
Allegiant Air,ANC,"Anchorage, AK",BLI,"Bellingham, WA",1371.0
Southwest Airlines Co.,PNS,"Pensacola, FL",BWI,"Baltimore, MD",846.0
American Airlines Inc.,MTJ,"Montrose/Delta, CO",LGA,"New York, NY",1810.0
Allegiant Air,MYR,"Myrtle Beach, SC",TYS,"Knoxville, TN",323.0
Spirit Air Lines,MIA,"Miami, FL",MYR,"Myrtle Beach, SC",549.0
SkyWest Airlines Inc.,DEN,"Denver, CO",BRO,"Brownsville, TX",1049.0
Southwest Airlines Co.,PIT,"Pittsburgh, PA",MSY,"New Orleans, LA",918.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",RHI,"Rhinelander, WI",264.0
SkyWest Airlines Inc.,SHR,"Sheridan, WY",GCC,"Gillette, WY",77.0
Republic Airline,DAB,"Daytona Beach, FL",LGA,"New York, NY",897.0
Allegiant Air,SGF,"Springfield, MO",AUS,"Austin, TX",545.0
SkyWest Airlines Inc.,PIR,"Pierre, SD",BFF,"Scottsbluff, NE",241.0
SkyWest Airlines Inc.,PSP,"Palm Springs, CA",RNO,"Reno, NV",431.0
Southwest Airlines Co.,MYR,"Myrtle Beach, SC",DAL,"Dallas, TX",1038.0
SkyWest Airlines Inc.,ASE,"Aspen, CO",MSP,"Minneapolis, MN",802.0
Republic Airline,LGA,"New York, NY",VPS,"Valparaiso, FL",1003.0
Frontier Airlines Inc.,GSP,"Greer, SC",LAS,"Las Vegas, NV",1850.0
Republic Airline,EWR,"Newark, NJ",ITH,"Ithaca/Cortland, NY",172.0
Southwest Airlines Co.,FLL,"Fort Lauderdale, FL",BHM,"Birmingham, AL",650.0
Frontier Airlines Inc.,LAS,"Las Vegas, NV",GSP,"Greer, SC",1850.0
Mesa Airlines Inc.,IAD,"Washington, DC",GSO,"Greensboro/High Point, NC",239.0
Frontier Airlines Inc.,MCO,"Orlando, FL",FSD,"Sioux Falls, SD",1351.0
Allegiant Air,BNA,"Nashville, TN",CAK,"Akron, OH",435.0
American Airlines Inc.,BZN,"Bozeman, MT",PHL,"Philadelphia, PA",1853.0
Southwest Airlines Co.,HOU,"Houston, TX",CLE,"Cleveland, OH",1106.0
Frontier Airlines Inc.,MDT,"Harrisburg, PA",DEN,"Denver, CO",1474.0
Southwest Airlines Co.,SRQ,"Sarasota/Bradenton, FL",MCI,"Kansas City, MO",1078.0
Southwest Airlines Co.,HDN,"Hayden, CO",BNA,"Nashville, TN",1153.0
Allegiant Air,GRR,"Grand Rapids, MI",MSY,"New Orleans, LA",927.0
United Air Lines Inc.,SFO,"San Francisco, CA",GUM,"Guam, TT",5812.0
SkyWest Airlines Inc.,CHS,"Charleston, SC",MYR,"Myrtle Beach, SC",84.0
Frontier Airlines Inc.,BKG,"Branson, MO",DFW,"Dallas/Fort Worth, TX",332.0
Southwest Airlines Co.,LGB,"Long Beach, CA",MCO,"Orlando, FL",2203.0
American Airlines Inc.,TPA,"Tampa, FL",GRB,"Green Bay, WI",1180.0
JetBlue Airways,PSP,"Palm Springs, CA",LGB,"Long Beach, CA",95.0
Southwest Airlines Co.,MDW,"Chicago, IL",PNS,"Pensacola, FL",781.0
Alaska Airlines Inc.,ANC,"Anchorage, AK",CDB,"Cold Bay, AK",620.0
Envoy Air,MIA,"Miami, FL",JAN,"Jackson/Vicksburg, MS",742.0
Allegiant Air,ATW,"Appleton, WI",RAP,"Rapid City, SD",722.0
Frontier Airlines Inc.,CLE,"Cleveland, OH",SJU,"San Juan, PR",1839.0
Delta Air Lines Inc.,DTW,"Detroit, MI",BZN,"Bozeman, MT",1400.0
Spirit Air Lines,BQN,"Aguadilla, PR",PHL,"Philadelphia, PA",1550.0
Allegiant Air,SDF,"Louisville, KY",AUS,"Austin, TX",876.0
Allegiant Air,BNA,"Nashville, TN",PVU,"Provo, UT",1388.0
Horizon Air,TUS,"Tucson, AZ",PAE,"Everett, WA",1241.0
SkyWest Airlines Inc.,ORD,"Chicago, IL",DRO,"Durango, CO",1107.0
Allegiant Air,TYS,"Knoxville, TN",PIT,"Pittsburgh, PA",382.0
Southwest Airlines Co.,PWM,"Portland, ME",BNA,"Nashville, TN",1010.0
Spirit Air Lines,LAX,"Los Angeles, CA",LGA,"New York, NY",2469.0
SkyWest Airlines Inc.,SLC,"Salt Lake City, UT",ELP,"El Paso, TX",693.0
Allegiant Air,BZN,"Bozeman, MT",OAK,"Oakland, CA",796.0
Frontier Airlines Inc.,TYR,"Tyler, TX",DEN,"Denver, CO",732.0
Republic Airline,HHH,"Hilton Head, SC",BOS,"Boston, MA",878.0
Allegiant Air,ATW,"Appleton, WI",PDX,"Portland, OR",1662.0
Allegiant Air,USA,"Concord, NC",MLB,"Melbourne, FL",502.0
JetBlue Airways,HDN,"Hayden, CO",LGB,"Long Beach, CA",758.0
Southwest Airlines Co.,BNA,"Nashville, TN",HDN,"Hayden, CO",1153.0
United Air Lines Inc.,PSP,"Palm Springs, CA",EWR,"Newark, NJ",2358.0
Endeavor Air Inc.,CHA,"Chattanooga, TN",MSP,"Minneapolis, MN",801.0
Envoy Air,MSN,"Madison, WI",MIA,"Miami, FL",1300.0
United Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL",DEN,"Denver, CO",1679.0
Frontier Airlines Inc.,FLL,"Fort Lauderdale, FL",PWM,"Portland, ME",1332.0
Republic Airline,VPS,"Valparaiso, FL",LGA,"New York, NY",1003.0
Allegiant Air,PSP,"Palm Springs, CA",PVU,"Provo, UT",514.0
Republic Airline,BTV,"Burlington, VT",MIA,"Miami, FL",1348.0
Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC",SWF,"Newburgh/Poughkeepsie, NY",463.0
Allegiant Air,PVD,"Providence, RI",CVG,"Cincinnati, OH",722.0
Allegiant Air,PBI,"West Palm Beach/Palm Beach, FL",USA,"Concord, NC",601.0
JetBlue Airways,MVY,"Martha's Vineyard, MA",HPN,"White Plains, NY",163.0
Southwest Airlines Co.,MSY,"New Orleans, LA",LGB,"Long Beach, CA",1655.0
SkyWest Airlines Inc.,MKG,"Muskegon, MI",MBS,"Saginaw/Bay City/Midland, MI",111.0
Southwest Airlines Co.,AMA,"Amarillo, TX",HOU,"Houston, TX",537.0
Allegiant Air,SAN,"San Diego, CA",MFR,"Medford, OR",734.0
Spirit Air Lines,PNS,"Pensacola, FL",CMH,"Columbus, OH",700.0
Allegiant Air,PIT,"Pittsburgh, PA",AZA,"Phoenix, AZ",1799.0
Allegiant Air,JAX,"Jacksonville, FL",FNT,"Flint, MI",867.0
Allegiant Air,MEM,"Memphis, TN",PIT,"Pittsburgh, PA",652.0
Allegiant Air,FSD,"Sioux Falls, SD",SAN,"San Diego, CA",1336.0
SkyWest Airlines Inc.,LBF,"North Platte, NE",SUX,"Sioux City, IA",239.0
Frontier Airlines Inc.,JAN,"Jackson/Vicksburg, MS",DEN,"Denver, CO",967.0
Delta Air Lines Inc.,DTW,"Detroit, MI",DAB,"Daytona Beach, FL",908.0
SkyWest Airlines Inc.,IAD,"Washington, DC",CGI,"Cape Girardeau, MO",670.0
SkyWest Airlines Inc.,PAH,"Paducah, KY",DEC,"Decatur, IL",191.0
Horizon Air,PAE,"Everett, WA",ANC,"Anchorage, AK",1425.0
Allegiant Air,OGS,"Ogdensburg, NY",PIE,"St. Petersburg, FL",1224.0
SkyWest Airlines Inc.,TWF,"Twin Falls, ID",SFO,"San Francisco, CA",536.0
American Airlines Inc.,CLT,"Charlotte, NC",MTJ,"Montrose/Delta, CO",1505.0
SkyWest Airlines Inc.,BFF,"Scottsbluff, NE",PIR,"Pierre, SD",241.0
Delta Air Lines Inc.,JFK,"New York, NY",ANC,"Anchorage, AK",3386.0
Alaska Airlines Inc.,CHS,"Charleston, SC",RDU,"Raleigh/Durham, NC",217.0
SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI",APN,"Alpena, MI",110.0
Allegiant Air,SAV,"Savannah, GA",ALB,"Albany, NY",837.0
Envoy Air,MIA,"Miami, FL",AGS,"Augusta, GA",531.0
Republic Airline,CLT,"Charlotte, NC",MVY,"Martha's Vineyard, MA",704.0
Frontier Airlines Inc.,TTN,"Trenton, NJ",MDW,"Chicago, IL",683.0
Allegiant Air,DAY,"Dayton, OH",VPS,"Valparaiso, FL",662.0
Southwest Airlines Co.,PBI,"West Palm Beach/Palm Beach, FL",DAL,"Dallas, TX",1091.0
Republic Airline,DRO,"Durango, CO",IAH,"Houston, TX",869.0
SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI",APN,"Alpena, MI",92.0
Southwest Airlines Co.,LGB,"Long Beach, CA",ELP,"El Paso, TX",699.0
Spirit Air Lines,IAH,"Houston, TX",MYR,"Myrtle Beach, SC",997.0
Allegiant Air,LAX,"Los Angeles, CA",FAR,"Fargo, ND",1440.0
Southwest Airlines Co.,COS,"Colorado Springs, CO",HOU,"Houston, TX",829.0
Southwest Airlines Co.,DAL,"Dallas, TX",TUS,"Tucson, AZ",824.0
Frontier Airlines Inc.,RDU,"Raleigh/Durham, NC",MKE,"Milwaukee, WI",689.0
SkyWest Airlines Inc.,SBA,"Santa Barbara, CA",SBP,"San Luis Obispo, CA",72.0
SkyWest Airlines Inc.,LAX,"Los Angeles, CA",BIH,"Bishop, CA",237.0
United Air Lines Inc.,FAI,"Fairbanks, AK",DEN,"Denver, CO",2430.0
United Air Lines Inc.,RNO,"Reno, NV",EWR,"Newark, NJ",2390.0
Republic Airline,MIA,"Miami, FL",BTV,"Burlington, VT",1348.0
Spirit Air Lines,OAK,"Oakland, CA",SMF,"Sacramento, CA",75.0
SkyWest Airlines Inc.,SFO,"San Francisco, CA",RAP,"Rapid City, SD",1102.0
JetBlue Airways,FLL,"Fort Lauderdale, FL",BZN,"Bozeman, MT",2183.0
Allegiant Air,ALB,"Albany, NY",SAV,"Savannah, GA",837.0
Republic Airline,EYW,"Key West, FL",RSW,"Fort Myers, FL",136.0
Horizon Air,PDX,"Portland, OR",FCA,"Kalispell, MT",437.0
Allegiant Air,TYS,"Knoxville, TN",MYR,"Myrtle Beach, SC",323.0
Frontier Airlines Inc.,PWM,"Portland, ME",FLL,"Fort Lauderdale, FL",1332.0
SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO",SLC,"Salt Lake City, UT",269.0
Southwest Airlines Co.,PVD,"Providence, RI",STL,"St. Louis, MO",1020.0
Alaska Airlines Inc.,PDX,"Portland, OR",BWI,"Baltimore, MD",2358.0
Southwest Airlines Co.,CRP,"Corpus Christi, TX",DAL,"Dallas, TX",352.0
Southwest Airlines Co.,BNA,"Nashville, TN",SMF,"Sacramento, CA",1917.0
Allegiant Air,PVU,"Provo, UT",SFB,"Sanford, FL",1898.0
Southwest Airlines Co.,LGB,"Long Beach, CA",COS,"Colorado Springs, CO",825.0
Frontier Airlines Inc.,ATL,"Atlanta, GA",SWF,"Newburgh/Poughkeepsie, NY",783.0
Frontier Airlines Inc.,SYR,"Syracuse, NY",ALB,"Albany, NY",120.0
Frontier Airlines Inc.,PVD,"Providence, RI",RDU,"Raleigh/Durham, NC",566.0
SkyWest Airlines Inc.,IMT,"Iron Mountain/Kingsfd, MI",RHI,"Rhinelander, WI",67.0
Envoy Air,CLT,"Charlotte, NC",IPT,"Williamsport, PA",470.0
Allegiant Air,PDX,"Portland, OR",SMX,"Santa Maria, CA",746.0
Allegiant Air,OAK,"Oakland, CA",MEM,"Memphis, TN",1798.0
PSA Airlines Inc.,PHL,"Philadelphia, PA",SCE,"State College, PA",153.0
United Air Lines Inc.,IAD,"Washington, DC",BZN,"Bozeman, MT",1773.0
Allegiant Air,MEM,"Memphis, TN",DSM,"Des Moines, IA",490.0
JetBlue Airways,FLL,"Fort Lauderdale, FL",PSP,"Palm Springs, CA",2233.0
Southwest Airlines Co.,MSY,"New Orleans, LA",SJC,"San Jose, CA",1884.0
Allegiant Air,RAP,"Rapid City, SD",PIA,"Peoria, IL",722.0
Frontier Airlines Inc.,BDL,"Hartford, CT",BTV,"Burlington, VT",176.0
Allegiant Air,ABQ,"Albuquerque, NM",SFB,"Sanford, FL",1548.0
Southwest Airlines Co.,STL,"St. Louis, MO",SAV,"Savannah, GA",689.0
Southwest Airlines Co.,GRR,"Grand Rapids, MI",STL,"St. Louis, MO",382.0
Allegiant Air,MDW,"Chicago, IL",ABE,"Allentown/Bethlehem/Easton, PA",646.0
Frontier Airlines Inc.,MCO,"Orlando, FL",BFM,"Mobile, AL",434.0
Allegiant Air,OMA,"Omaha, NE",AUS,"Austin, TX",772.0
American Airlines Inc.,PSP,"Palm Springs, CA",PHL,"Philadelphia, PA",2304.0
PSA Airlines Inc.,PHL,"Philadelphia, PA",CAE,"Columbia, SC",523.0
Frontier Airlines Inc.,DTW,"Detroit, MI",TTN,"Trenton, NJ",464.0
Allegiant Air,BLI,"Bellingham, WA",ANC,"Anchorage, AK",1371.0
